student_id,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,technical_score,communication_score,number_of_projects,internship,internship_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status
1056,6.46,81.42,79.92,43.24,25.8,32.84,77.8,3,No,0,0,87.43,0,No,Not Placed
1057,7.17,45.0,57.2,66.13,53.32,53.64,65.99,5,Yes,2,1,83.4,3,Yes,Not Placed
1058,8.49,75.04,76.13,80.73,67.51,92.96,39.72,3,No,0,0,75.43,2,Yes,Not Placed
1059,7.8,78.93,83.74,64.56,91.68,82.61,78.6,3,No,0,0,91.08,1,Yes,Placed
1060,6.79,86.09,80.59,76.63,64.64,79.87,44.09,4,Yes,2,1,73.76,2,Yes,Placed
1061,8.05,62.83,67.55,49.32,87.43,71.99,72.52,0,No,0,0,89.94,0,Yes,Placed
1062,4.07,76.03,75.66,64.61,41.5,55.52,74.29,2,Yes,1,0,73.27,1,No,Not Placed
1063,8.46,63.89,54.9,55.63,57.04,65.9,85.94,5,No,0,1,75.55,0,No,Placed
1064,5.29,78.06,77.81,76.2,44.05,55.78,100.0,3,No,0,3,89.58,0,Yes,Not Placed
1065,6.8,64.26,,65.47,57.95,36.66,45.44,5,No,0,2,90.64,0,No,Placed
1066,5.97,70.1,63.03,75.35,33.66,46.35,69.06,3,Yes,6,2,87.97,0,No,Placed
1067,5.78,63.05,63.26,81.32,40.44,65.01,65.03,4,Yes,1,2,71.5,0,Yes,Not Placed
1068,8.48,82.81,81.91,75.37,64.73,73.2,77.81,3,Yes,3,3,77.53,0,Yes,Placed
1069,6.69,85.3,72.26,69.1,77.57,79.49,73.88,3,No,0,2,83.57,0,No,Placed
1070,7.58,72.18,78.4,50.03,29.44,18.39,63.65,2,No,0,1,73.51,0,No,Not Placed
1071,7.15,75.46,77.49,64.96,75.27,64.97,62.06,4,No,0,1,95.71,2,Yes,Placed
1072,7.72,57.62,51.22,57.0,47.75,54.64,49.9,3,No,0,0,57.98,0,Yes,Not Placed
1073,7.28,71.4,,59.84,37.69,48.44,87.78,3,Yes,2,1,74.21,1,Yes,Placed
1074,5.79,74.4,70.8,59.38,64.01,74.77,78.27,3,Yes,1,4,76.9,0,Yes,Placed
1075,8.3,100.0,91.43,50.3,77.35,67.78,86.52,2,Yes,6,1,53.56,0,Yes,Placed
1076,6.66,61.66,61.4,35.64,72.07,65.2,64.41,0,Yes,6,2,68.04,0,No,Placed
1077,5.49,92.57,85.41,54.98,55.91,55.8,58.18,4,Yes,1,1,88.25,0,Yes,Placed
1078,6.73,86.96,67.21,67.9,84.73,69.81,50.59,2,No,0,1,82.3,0,Yes,Placed
1079,8.85,78.37,72.42,44.78,79.19,46.31,76.46,1,Yes,6,1,97.73,0,Yes,Placed
1080,8.14,96.1,89.05,65.24,62.73,67.8,51.28,1,Yes,3,1,97.45,0,Yes,Placed
1081,6.82,79.47,81.59,93.5,59.68,71.56,100.0,3,No,0,1,86.33,0,No,Placed
1082,6.82,79.67,71.12,80.35,73.18,69.15,46.46,3,Yes,2,2,85.13,2,Yes,Not Placed
1083,6.85,74.36,85.36,89.65,43.08,40.86,74.93,3,No,0,2,82.66,0,No,Not Placed
1084,9.48,89.68,70.42,70.87,66.1,73.83,98.2,2,Yes,1,2,55.45,0,Yes,Placed
1085,7.62,88.16,94.83,82.51,56.33,61.52,80.78,2,No,0,0,68.05,1,Yes,Not Placed
1086,7.67,67.49,63.95,54.14,29.82,42.68,73.16,2,No,0,2,83.01,0,No,Not Placed
1087,8.33,59.17,65.13,55.33,68.74,83.36,52.57,0,Yes,6,1,88.16,4,Yes,Not Placed
1088,7.46,72.56,70.95,23.91,31.41,10.0,45.13,3,No,0,1,84.9,0,No,Not Placed
1089,6.92,65.4,72.98,82.79,56.12,57.12,83.86,0,No,0,2,73.08,0,Yes,Not Placed
1090,6.98,74.24,68.72,88.1,68.85,72.53,97.11,2,No,0,1,91.37,0,No,Placed
1091,7.12,89.85,77.08,56.7,49.82,66.43,62.1,2,Yes,2,0,96.82,0,No,Not Placed
1092,7.16,69.51,78.93,61.19,82.43,59.69,49.5,2,Yes,1,1,91.38,0,No,Placed
1093,8.0,74.49,71.13,53.69,42.1,64.93,25.75,4,No,0,2,91.9,3,No,Not Placed
1094,7.26,75.7,74.9,70.74,75.93,75.73,52.35,0,No,0,1,76.41,0,No,Placed
1095,8.01,85.18,91.54,81.87,74.17,75.52,67.95,3,Yes,1,1,92.76,0,No,Placed
1096,7.11,48.04,45.0,38.86,31.15,31.48,98.78,0,Yes,2,1,83.46,0,Yes,Not Placed
1097,7.29,67.72,70.71,71.14,98.95,86.25,82.12,0,Yes,6,2,87.12,0,No,Placed
1098,5.0,77.54,70.06,60.85,39.06,56.08,75.49,2,Yes,6,2,85.65,0,Yes,Not Placed
1099,8.21,89.4,84.4,66.7,52.5,46.08,62.8,0,Yes,1,1,80.79,0,Yes,Placed
1100,7.58,69.1,67.77,71.88,39.54,52.7,59.5,3,Yes,1,0,73.4,0,Yes,Placed
1101,8.3,52.48,45.0,62.18,63.08,58.97,95.3,2,Yes,2,1,81.18,0,No,Placed
1102,4.01,82.44,72.96,63.45,30.2,32.55,73.61,0,Yes,1,1,91.87,0,Yes,Not Placed
1103,9.5,67.38,76.45,61.79,77.52,98.66,32.15,0,No,0,2,77.59,0,No,Placed
1104,7.05,60.72,,79.55,51.9,64.39,57.88,2,Yes,3,0,90.93,0,Yes,Placed
1105,8.42,67.51,65.26,71.28,76.85,81.31,54.55,3,Yes,1,1,89.37,0,Yes,Placed
1106,6.06,72.79,72.45,68.31,42.63,61.71,60.17,2,Yes,3,2,79.01,0,No,Placed
1107,7.87,67.74,63.61,45.94,33.97,23.34,80.13,2,No,0,1,95.89,1,Yes,Not Placed
1108,6.04,48.53,59.53,59.32,46.09,67.58,68.07,3,No,0,2,78.44,2,Yes,Not Placed
1109,6.51,85.76,80.59,78.48,16.6,10.07,68.62,2,No,0,2,97.1,2,Yes,Not Placed
1110,9.31,90.3,88.12,65.57,79.75,67.81,93.64,1,Yes,3,2,86.34,4,No,Placed
1111,6.99,82.82,88.7,74.89,41.23,46.74,57.46,2,No,0,1,81.84,4,Yes,Not Placed
1112,7.44,61.35,53.99,91.5,61.96,76.64,100.0,2,No,0,1,73.12,1,Yes,Placed
1113,8.16,72.58,82.79,80.58,84.97,85.84,57.92,3,Yes,3,4,81.12,4,No,Placed
1114,7.75,74.92,60.19,66.4,47.73,51.66,71.61,2,No,0,1,79.96,2,Yes,Not Placed
1115,7.37,82.19,92.0,57.34,74.84,69.47,64.94,5,No,0,0,69.42,1,No,Placed
1116,7.6,83.02,76.74,,54.31,36.25,72.22,1,No,0,0,79.82,0,Yes,Not Placed
1117,9.84,66.19,62.63,62.47,100.0,73.77,,5,No,0,1,73.96,0,Yes,Placed
1118,7.14,75.98,58.27,60.11,51.62,61.43,77.81,2,No,0,3,87.86,2,No,Not Placed
1119,7.42,80.49,73.8,70.86,46.76,60.93,56.44,3,Yes,2,0,95.06,0,No,Placed
1120,8.36,92.47,79.9,62.69,77.15,88.66,49.79,0,No,0,0,69.73,2,No,Placed
1121,8.42,83.45,75.25,60.19,60.79,52.71,100.0,2,Yes,6,2,99.12,0,No,Placed
1122,8.51,84.47,79.92,38.31,55.42,57.22,61.29,3,No,0,3,80.71,0,Yes,Not Placed
1123,7.9,76.01,81.07,50.9,56.05,51.67,82.59,3,Yes,1,0,72.25,1,Yes,Placed
1124,5.94,91.93,89.39,72.15,46.87,66.36,41.06,0,No,0,1,89.58,3,Yes,Not Placed
1125,9.0,79.92,79.39,90.74,92.11,100.0,64.97,2,Yes,3,1,77.54,0,No,Placed
1126,5.94,64.67,54.44,63.54,18.5,34.12,67.71,0,Yes,2,1,81.18,2,No,Not Placed
1127,7.53,91.84,,69.92,60.61,60.01,78.51,5,Yes,3,2,77.96,1,No,Placed
1128,6.37,83.37,94.43,79.29,60.34,75.63,21.0,4,Yes,3,0,73.83,0,Yes,Placed
1129,7.13,69.68,61.83,52.84,59.94,64.28,72.99,0,No,0,0,89.24,0,Yes,Not Placed
1130,7.56,69.25,80.57,70.5,80.14,70.41,49.3,4,Yes,1,0,79.14,0,No,Placed
1131,7.55,78.56,73.76,53.89,59.31,44.41,75.84,4,No,0,0,67.63,0,No,Placed
1132,7.66,80.56,77.52,77.97,58.54,61.49,51.35,2,Yes,3,0,87.51,0,No,Placed
1133,8.98,77.37,83.19,67.27,80.69,91.82,54.6,3,Yes,3,0,69.94,0,No,Placed
1134,7.7,78.74,86.04,69.48,63.08,76.46,65.07,2,Yes,3,2,70.47,0,Yes,Placed
1135,6.93,95.4,89.97,53.26,49.6,39.57,51.06,3,Yes,6,0,93.93,2,Yes,Not Placed
1136,8.26,87.86,80.97,75.61,73.83,62.68,61.44,2,No,0,3,70.04,0,Yes,Placed
1137,8.51,77.29,74.11,96.27,58.28,82.42,48.52,2,No,0,1,58.84,0,Yes,Placed
1138,5.85,86.3,85.37,49.88,37.63,29.95,37.0,2,Yes,3,1,88.23,0,Yes,Not Placed
1139,7.86,62.61,68.48,59.9,54.94,61.52,88.32,1,No,0,0,78.96,2,Yes,Not Placed
1140,7.97,79.78,76.83,68.47,84.07,73.23,46.67,3,Yes,2,0,79.82,2,Yes,Placed
1141,6.87,96.71,96.99,76.8,10.0,46.21,66.78,2,Yes,3,1,78.85,0,No,Not Placed
1142,8.71,72.38,83.25,56.61,75.64,62.23,83.55,2,No,0,1,84.32,3,No,Placed
1143,7.03,64.83,66.4,22.5,56.79,57.94,58.93,4,Yes,6,2,74.47,2,No,Placed
1144,7.34,67.17,67.95,85.39,33.49,50.91,55.15,2,No,0,2,96.76,1,Yes,Not Placed
1145,7.01,61.92,48.58,76.41,60.72,67.95,74.07,2,No,0,1,67.24,1,Yes,Placed
1146,7.22,65.58,45.0,38.86,64.87,37.37,90.12,5,No,0,1,86.45,0,Yes,Placed
1147,5.99,70.55,71.61,55.89,56.8,34.49,48.95,4,No,0,2,88.42,0,No,Placed
1148,5.62,58.13,56.56,88.52,10.0,31.35,67.3,1,Yes,3,1,74.4,0,Yes,Not Placed
1149,8.95,75.19,68.55,86.72,92.13,92.97,38.82,2,Yes,6,4,71.76,0,Yes,Placed
1150,6.27,85.83,84.19,79.08,39.08,39.83,62.92,5,Yes,1,2,92.17,0,No,Placed
1151,6.11,64.11,62.21,62.36,59.17,49.24,70.62,2,Yes,3,0,72.09,2,Yes,Not Placed
1152,4.83,93.23,97.93,66.24,49.77,60.32,54.62,2,No,0,1,75.93,0,No,Not Placed
1153,6.5,81.13,78.71,63.04,38.83,51.72,61.77,1,No,0,1,90.87,4,Yes,Not Placed
1154,5.74,87.37,77.65,81.92,55.86,62.3,44.65,1,No,0,2,82.35,0,Yes,Not Placed
1155,9.01,67.11,73.32,51.86,66.27,69.75,71.39,3,No,0,1,64.03,0,Yes,Placed
1156,8.31,85.25,79.99,52.91,35.42,28.92,89.0,3,Yes,3,2,99.47,0,No,Placed
1157,6.44,61.9,64.92,80.15,69.06,68.83,50.25,5,No,0,0,76.7,0,No,Placed
1158,9.68,85.68,78.3,64.33,65.8,81.84,58.79,3,No,0,0,77.97,4,No,Placed
1159,8.28,77.06,69.16,85.68,53.42,63.78,79.05,1,No,0,0,84.56,2,Yes,Placed
1160,6.84,81.64,79.15,54.93,48.7,51.83,91.82,0,Yes,1,1,88.25,0,Yes,Not Placed
1161,4.45,60.89,59.91,64.18,39.69,70.1,43.12,5,No,0,1,100.0,3,No,Not Placed
1162,9.72,64.26,66.67,51.16,76.9,55.19,66.96,2,Yes,6,1,65.4,1,No,Placed
1163,5.67,82.17,76.8,65.11,53.59,65.01,75.1,2,No,0,1,90.26,0,No,Placed
1164,5.39,63.62,47.57,42.82,23.03,45.61,68.16,4,No,0,0,89.43,1,Yes,Not Placed
1165,8.32,80.56,74.04,57.69,55.46,52.88,25.42,2,Yes,2,0,80.63,0,Yes,Placed
1166,9.88,58.59,,43.46,77.33,75.76,79.02,1,No,0,2,89.87,0,Yes,Placed
1167,8.72,85.18,79.28,75.41,98.25,81.58,97.35,4,No,0,1,91.34,1,No,Placed
1168,7.82,60.21,57.22,75.75,60.86,58.46,72.1,5,Yes,2,1,68.18,0,No,Placed
1169,7.85,81.63,86.36,39.05,79.11,70.94,51.44,0,No,0,2,99.5,0,Yes,Not Placed
1170,8.14,82.51,73.56,85.01,65.69,79.47,60.76,4,No,0,2,66.41,0,Yes,Placed
1171,8.03,66.64,52.63,100.0,57.02,81.13,100.0,2,No,0,0,70.65,4,Yes,Placed
1172,7.51,81.98,77.5,65.69,56.37,74.86,86.38,2,No,0,1,79.38,1,Yes,Placed
1173,7.31,78.13,71.44,55.38,55.99,55.13,81.52,4,No,0,2,100.0,0,No,Placed
1174,7.13,68.53,58.95,100.0,66.1,88.21,76.42,5,No,0,2,78.92,0,Yes,Placed
1175,6.37,62.9,60.2,45.22,71.58,60.25,58.1,1,Yes,6,2,81.68,0,No,Placed
1176,6.89,51.45,55.24,65.3,60.53,70.98,66.39,1,Yes,6,0,96.32,1,No,Placed
1177,5.34,79.2,76.2,67.69,60.51,64.74,68.6,0,No,0,0,79.0,0,No,Not Placed
1178,7.09,56.22,58.06,85.18,42.26,59.59,79.89,2,No,0,1,70.22,2,No,Not Placed
1179,6.11,76.14,88.04,70.4,42.68,55.23,97.16,0,No,0,2,77.83,3,No,Not Placed
1180,5.99,71.84,66.91,57.52,37.02,27.13,90.13,2,No,0,1,95.71,1,No,Not Placed
1181,7.4,83.15,82.06,50.73,63.9,48.71,44.45,0,No,0,0,82.71,0,Yes,Not Placed
1182,8.73,71.38,65.16,59.87,64.47,64.11,74.03,2,Yes,6,2,100.0,0,No,Placed
1183,8.21,71.05,62.17,49.9,76.63,51.74,83.26,0,No,0,0,89.38,0,No,Placed
1184,5.47,83.78,75.72,65.72,29.81,48.9,81.14,3,Yes,6,0,75.55,0,Yes,Not Placed
1185,6.11,79.02,72.29,56.54,49.54,60.35,58.67,1,No,0,0,82.51,1,No,Not Placed
1186,8.23,78.79,78.79,42.59,76.18,69.38,100.0,2,No,0,1,73.47,0,No,Placed
1187,6.12,80.63,96.36,83.83,17.97,26.52,47.01,4,No,0,1,75.32,0,No,Not Placed
1188,6.95,56.57,50.19,57.53,87.45,92.28,,3,Yes,3,1,100.0,2,Yes,Placed
1189,7.81,84.08,77.34,45.98,58.19,74.9,74.2,1,No,0,0,92.19,0,No,Placed
1190,6.13,82.35,78.61,62.48,18.7,33.31,100.0,0,No,0,0,90.61,0,Yes,Not Placed
1191,7.32,62.8,64.69,66.03,60.9,67.54,54.95,3,No,0,0,75.77,1,No,Placed
1192,5.73,72.07,71.97,38.8,46.36,46.11,65.22,2,Yes,1,1,97.7,0,Yes,Not Placed
1193,6.54,74.53,82.35,69.97,51.08,62.05,89.39,3,No,0,0,92.99,1,No,Placed
1194,7.55,73.39,51.64,49.29,75.28,66.29,69.68,2,No,0,1,100.0,2,Yes,Not Placed
1195,5.45,79.01,57.01,90.67,54.79,65.21,63.98,2,No,0,0,100.0,1,Yes,Not Placed
1196,7.68,92.18,83.99,72.86,65.94,77.08,80.18,2,No,0,0,67.21,0,Yes,Placed
1197,7.18,87.98,92.96,59.0,64.18,86.08,74.91,3,Yes,3,0,70.9,0,Yes,Placed
1198,7.81,59.25,45.8,53.82,60.9,44.77,88.55,4,Yes,1,0,71.96,0,No,Placed
1199,7.45,82.46,55.16,63.43,86.2,78.33,93.25,0,No,0,1,72.56,0,No,Placed
1200,8.7,90.95,91.42,74.19,47.42,43.64,,2,Yes,2,1,85.23,4,Yes,Not Placed
1201,7.34,79.64,78.63,64.62,60.8,77.86,75.25,0,No,0,2,76.33,1,Yes,Not Placed
1202,6.73,88.09,75.56,61.74,54.8,51.0,73.85,2,Yes,1,0,100.0,0,Yes,Placed
1203,7.33,99.15,86.35,65.88,70.88,54.94,78.8,4,No,0,0,100.0,3,No,Not Placed
1204,7.8,87.28,75.8,55.94,49.72,57.97,70.99,2,Yes,1,1,81.94,1,Yes,Placed
1205,7.25,77.99,76.08,59.85,31.87,57.71,69.99,4,No,0,2,100.0,0,Yes,Placed
1206,7.24,87.54,78.78,33.71,60.31,58.97,91.54,2,Yes,3,1,96.88,0,Yes,Placed
1207,6.43,76.74,78.02,79.61,55.64,64.88,97.29,4,Yes,3,1,77.49,0,Yes,Placed
1208,6.47,75.29,49.92,69.48,74.11,76.81,42.86,3,Yes,1,1,61.91,4,Yes,Not Placed
1209,5.66,70.78,61.85,53.4,26.2,48.51,70.18,1,Yes,1,0,79.82,0,Yes,Not Placed
1210,9.12,93.76,80.38,93.48,90.32,82.52,57.6,1,No,0,3,75.55,2,No,Placed
1211,5.83,65.18,61.61,66.31,82.17,76.29,64.4,2,Yes,3,1,84.07,0,No,Placed
1212,6.44,93.39,84.75,49.46,45.84,42.4,77.25,1,No,0,2,82.89,2,Yes,Not Placed
1213,6.41,81.0,84.28,77.85,31.91,34.02,82.05,2,No,0,1,82.63,0,No,Not Placed
1214,8.18,58.21,45.0,70.97,59.37,59.57,67.98,2,No,0,1,87.24,4,Yes,Not Placed
1215,6.88,79.41,76.83,70.92,55.21,71.0,35.56,5,No,0,0,69.87,3,No,Not Placed
1216,8.57,49.8,54.29,58.61,77.04,77.18,52.63,2,No,0,1,86.11,0,Yes,Placed
1217,6.46,82.51,94.11,71.76,42.8,57.93,86.14,3,No,0,0,77.6,1,No,Placed
1218,7.51,85.62,78.21,61.07,83.38,78.16,20.67,4,No,0,1,84.0,1,No,Placed
1219,6.28,67.89,68.7,73.34,33.53,50.71,91.37,4,Yes,3,1,91.57,3,Yes,Not Placed
1220,9.56,76.48,59.4,36.43,50.39,38.19,79.38,1,No,0,2,69.76,0,No,Placed
1221,5.89,98.45,74.47,58.49,63.75,59.08,93.69,2,No,0,1,79.19,0,Yes,Not Placed
1222,7.54,68.93,73.8,90.83,26.21,47.51,66.43,2,No,0,1,80.81,2,No,Not Placed
1223,7.9,62.29,61.02,53.49,60.12,60.9,32.89,2,No,0,0,76.86,1,Yes,Not Placed
1224,7.66,92.78,97.93,55.94,100.0,89.98,77.75,2,No,0,1,91.0,0,Yes,Placed
1225,7.0,98.55,82.71,58.28,55.79,55.15,92.94,3,Yes,2,0,74.8,2,No,Not Placed
1226,7.06,75.04,76.7,46.78,39.65,38.01,86.64,2,No,0,2,76.45,0,Yes,Not Placed
1227,7.25,87.14,98.37,31.88,57.12,81.13,58.07,2,No,0,3,74.9,1,Yes,Not Placed
1228,7.04,91.1,90.35,61.54,55.54,66.41,71.56,5,Yes,1,0,92.92,0,Yes,Placed
1229,8.26,66.09,66.69,67.04,68.49,72.19,60.41,0,No,0,0,77.08,0,No,Placed
1230,9.63,69.18,67.33,64.21,86.99,77.82,55.25,2,No,0,1,86.6,0,Yes,Placed
1231,6.59,89.77,73.23,62.83,37.11,40.31,87.2,3,No,0,2,100.0,0,Yes,Not Placed
1232,5.69,95.22,100.0,65.65,70.86,67.99,48.44,1,No,0,1,81.25,0,No,Not Placed
1233,7.1,81.75,73.69,80.34,60.5,69.38,53.91,2,Yes,6,0,93.12,0,Yes,Placed
1234,10.0,64.44,67.03,62.14,90.9,63.47,50.13,1,No,0,3,98.71,0,Yes,Placed
1235,6.32,98.84,81.46,56.39,41.11,30.0,43.18,4,No,0,2,92.27,0,Yes,Not Placed
1236,9.0,68.63,57.33,60.78,91.32,75.79,72.64,2,Yes,3,0,81.83,1,Yes,Placed
1237,9.05,70.98,80.36,73.69,68.51,72.13,90.91,2,Yes,3,3,88.42,0,Yes,Placed
1238,6.59,79.11,73.42,86.18,56.89,63.29,66.67,2,No,0,1,69.13,0,No,Placed
1239,7.83,93.65,100.0,55.58,48.61,65.48,42.9,1,Yes,6,1,74.2,0,Yes,Not Placed
1240,8.99,85.25,81.1,66.48,56.98,45.0,85.12,1,No,0,1,75.95,3,Yes,Not Placed
1241,6.78,79.98,62.25,70.08,64.59,58.72,100.0,2,Yes,2,2,100.0,1,Yes,Placed
1242,6.98,80.56,84.64,50.11,49.15,64.64,58.37,2,No,0,1,73.87,0,Yes,Not Placed
1243,6.56,75.52,68.25,65.31,39.67,48.67,61.39,2,No,0,0,73.73,2,No,Not Placed
1244,6.08,81.7,84.12,43.01,39.02,49.07,79.28,2,Yes,6,3,71.56,4,Yes,Not Placed
1245,6.49,45.0,45.7,38.46,62.37,75.71,99.19,2,No,0,0,87.6,0,Yes,Placed
1246,5.85,71.44,56.95,70.5,37.39,40.39,60.64,3,No,0,2,83.43,4,Yes,Not Placed
1247,7.24,77.9,76.42,59.24,56.14,56.07,46.02,2,No,0,1,92.87,0,No,Placed
1248,6.35,61.19,77.64,68.03,51.05,53.42,81.37,1,No,0,0,88.71,0,Yes,Not Placed
1249,7.46,79.64,80.62,,30.9,21.5,84.38,3,No,0,0,68.2,0,Yes,Not Placed
1250,5.49,72.55,69.83,50.35,21.84,27.29,70.11,4,No,0,2,73.93,1,No,Not Placed
1251,7.56,96.07,100.0,64.32,65.56,74.0,59.95,1,No,0,1,95.65,0,Yes,Placed
1252,8.12,93.88,91.17,46.5,53.88,57.07,87.9,2,No,0,1,79.97,0,No,Not Placed
1253,5.01,69.41,69.15,85.86,55.91,71.08,79.5,2,Yes,2,1,93.88,0,No,Placed
1254,7.61,73.19,62.14,44.66,75.39,62.42,56.17,2,No,0,2,80.5,0,Yes,Placed
1255,8.55,74.11,73.57,62.06,79.19,67.49,70.88,3,No,0,1,72.32,0,Yes,Placed
1256,5.87,69.58,75.91,49.37,74.25,79.48,45.67,0,Yes,1,0,78.97,0,No,Placed
1257,9.04,77.34,67.92,73.56,71.07,66.84,82.35,3,Yes,6,1,72.32,0,No,Placed
1258,7.66,65.9,75.71,60.03,71.02,70.66,65.28,0,Yes,2,2,76.34,4,No,Not Placed
1259,6.42,61.43,59.56,57.22,42.63,48.64,62.16,2,Yes,3,1,84.01,0,Yes,Not Placed
1260,7.14,82.47,72.12,77.8,93.89,100.0,69.41,3,Yes,3,0,87.12,0,Yes,Placed
1261,7.81,82.55,87.28,65.44,92.27,93.93,70.73,2,Yes,2,3,66.1,0,No,Placed
1262,7.28,65.35,61.52,72.75,58.45,49.79,86.11,1,No,0,2,81.83,0,Yes,Not Placed
1263,7.79,85.74,88.25,50.28,68.14,50.91,80.64,5,Yes,6,0,76.13,0,No,Placed
1264,6.19,67.42,63.34,43.93,69.89,67.89,67.18,4,Yes,1,4,75.52,0,Yes,Placed
1265,7.39,78.04,74.76,66.61,56.88,59.16,83.75,3,Yes,2,1,83.33,1,No,Not Placed
1266,5.64,84.84,85.31,60.22,35.31,38.23,77.21,2,Yes,2,0,76.5,0,Yes,Not Placed
1267,7.08,74.6,74.46,74.4,69.73,81.29,62.32,1,Yes,3,0,95.82,0,Yes,Placed
1268,6.21,80.46,61.45,63.8,50.82,56.59,67.76,4,No,0,1,93.88,0,No,Placed
1269,6.39,68.8,57.95,68.08,53.87,58.66,67.33,2,No,0,2,93.82,2,Yes,Not Placed
1270,8.56,72.64,77.81,40.65,55.96,59.17,79.09,4,No,0,0,77.05,1,Yes,Placed
1271,8.4,72.53,69.22,93.33,41.44,53.25,63.39,2,No,0,0,72.38,0,Yes,Placed
1272,7.87,66.04,60.25,62.54,66.5,81.0,62.97,2,Yes,1,1,82.82,0,No,Placed
1273,6.0,72.88,59.72,75.46,61.56,57.85,100.0,5,Yes,3,1,80.5,4,No,Not Placed
1274,6.85,56.42,47.14,52.46,51.43,58.31,86.92,2,Yes,2,0,75.91,0,Yes,Placed
1275,8.53,69.11,51.02,69.62,89.82,98.1,56.31,1,No,0,0,70.24,0,Yes,Placed
1276,7.36,71.58,68.61,45.46,48.29,33.67,80.28,1,Yes,2,1,81.58,0,Yes,Not Placed
1277,9.75,71.93,64.95,71.78,62.19,61.63,72.13,2,No,0,2,77.96,0,No,Placed
1278,7.63,72.1,62.16,59.66,60.05,71.36,77.05,0,Yes,3,1,88.88,4,Yes,Not Placed
1279,7.41,74.26,71.29,65.44,58.05,71.84,72.47,2,Yes,6,1,88.65,4,Yes,Not Placed
1280,6.86,80.75,80.59,75.47,66.43,67.43,91.41,2,No,0,1,93.01,1,Yes,Placed
1281,7.35,85.49,98.69,46.51,47.15,39.61,,3,No,0,1,69.41,0,No,Not Placed
1282,7.03,67.2,53.39,54.73,76.78,79.72,68.88,2,No,0,3,86.01,0,No,Placed
1283,7.98,60.56,68.78,71.86,93.34,98.73,88.76,5,No,0,2,74.73,0,Yes,Placed
1284,8.25,62.5,69.03,,65.43,63.1,74.2,1,No,0,0,69.8,4,Yes,Placed
1285,6.34,69.15,61.01,62.93,69.43,55.44,72.19,2,No,0,1,77.71,1,No,Placed
1286,5.74,70.78,70.33,73.87,30.04,45.44,75.65,0,No,0,1,92.69,0,No,Not Placed
1287,5.18,65.76,60.52,63.4,57.57,65.61,68.32,3,Yes,6,1,78.28,0,Yes,Placed
1288,7.76,59.45,59.99,94.13,77.78,79.7,70.17,5,No,0,1,97.65,0,Yes,Placed
1289,5.99,69.53,79.65,38.79,60.84,61.02,59.44,3,No,0,2,87.49,4,Yes,Not Placed
1290,4.83,77.18,79.3,66.42,38.42,39.72,56.48,2,Yes,1,2,78.06,0,No,Not Placed
1291,7.63,82.14,83.0,40.62,16.71,10.0,52.03,2,No,0,1,93.6,0,No,Not Placed
1292,9.94,68.31,63.04,,69.91,52.92,44.94,3,No,0,2,86.45,0,Yes,Placed
1293,7.19,70.04,56.17,69.46,48.16,55.18,54.17,4,No,0,2,72.67,0,Yes,Placed
1294,8.12,63.88,60.82,67.09,50.3,52.58,66.86,5,Yes,2,2,100.0,3,Yes,Placed
1295,7.29,74.62,81.81,60.73,60.15,48.74,71.86,2,No,0,3,84.59,4,No,Not Placed
1296,7.09,64.82,51.12,63.41,50.45,36.18,65.12,5,No,0,0,82.19,3,Yes,Not Placed
1297,8.21,81.88,70.25,100.0,53.32,62.18,27.6,1,No,0,0,73.44,1,No,Not Placed
1298,6.88,53.57,54.22,61.13,39.16,54.73,98.34,1,Yes,2,2,93.8,0,No,Not Placed
1299,7.49,70.68,60.74,72.65,49.22,68.81,89.56,0,No,0,2,87.17,0,Yes,Not Placed
1300,7.55,78.61,69.41,55.26,77.25,82.53,78.02,1,Yes,6,3,88.29,0,Yes,Placed
1301,6.47,77.21,71.1,69.43,41.81,41.93,100.0,3,No,0,0,76.92,1,No,Placed
1302,8.29,100.0,84.08,61.43,58.61,47.92,52.41,4,Yes,3,1,90.34,0,Yes,Placed
1303,7.01,79.2,68.48,58.84,49.21,57.07,100.0,3,No,0,0,91.12,1,No,Placed
1304,6.37,62.95,67.28,92.28,56.03,73.26,52.63,2,No,0,1,75.31,0,Yes,Placed
1305,7.79,73.85,61.01,82.66,69.17,77.21,74.3,2,Yes,6,0,67.83,0,No,Placed
1306,6.21,53.69,45.0,67.05,10.0,10.0,47.07,3,Yes,3,0,87.81,2,No,Not Placed
1307,7.23,74.03,66.59,30.44,73.17,51.68,70.26,2,Yes,3,0,66.27,3,No,Not Placed
1308,7.19,65.0,69.36,59.58,79.07,72.92,76.95,3,Yes,2,1,83.52,0,Yes,Placed
1309,8.39,85.98,80.81,100.0,51.4,70.85,67.22,3,Yes,2,1,77.53,0,No,Placed
1310,7.72,68.41,62.85,61.54,47.19,59.17,82.85,3,No,0,0,94.19,3,Yes,Not Placed
1311,7.17,73.6,71.59,81.55,50.63,61.35,71.78,2,No,0,1,78.07,1,Yes,Not Placed
1312,8.1,67.37,51.67,86.63,53.46,66.72,60.6,4,No,0,0,93.07,0,Yes,Placed
1313,8.73,95.87,95.24,68.28,73.19,72.57,59.8,1,No,0,3,76.86,0,Yes,Placed
